contact_name,contact_email,name,location,founded_date,visible,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,all_tags,codex_presenter,codex_presentation_date
Daniel Gutierrez,daniel@laboralisto.com,"Laboralisto, Inc.","San Diego, CA",2017,false,Analytics,,,"Laboralisto helps companies manage labor litigation cases and guides them to more successful outcomes, reducing costs and time spent. Laboralisto is a Law firm agnostic and company-centric web platform designed to improve communications between HR and in-house/external counsel, generating data-driven reports for the key stakeholders of the company.",www.laboralisto.com,@LaboralistoApp,https://angel.co/laboralisto,https://crunchbase.com/organization/laboralisto,"latin america, labor litigation, legal analytics, insurtech, legal tech",,
Aaron Wenner,aaron@citeright.net,CiteRight,"Toronto, Canada",2017,false,Legal Research,,,"CiteRight is a next-generation knowledge platform that lets law firms recycle the work their lawyers have already done. 
",www.citeright.net,@CiteRight,https://angel.co/citerightinc/,"","",,
"","",Case.one,"Irvine, CA",2015,false,Practice Management,,,"Case.one is a flexible practice management solution that is easily customized to work the way you do, supports collaboration with your team and clients, incorporates AI-powered tools streamlining workflow, and integrates with leading applications including Outlook, Dropbox, Quickbooks, Gmail, and more.",https://case.one,"","","","",,
Jenny Xia,jenxia@stanford.edu,FreeWill,"Palo Alto, CA",2017,true,Document Automation - ,Unknown,Unknown,"Free, warm, intuitive online tools to provide estate planning documents for simple estates. For more complex estates, an intake form is produced and help finding local T&E attorneys.

We also make charitable giving easy throughout the process. We partner with nonprofits to help them on their planned giving fundraising campaigns.",www.freewill.com,"","","","end-of-life planning, wills, trusts & estates",false,
Alexey Timoshenkov,info@xsud.ru,"XSUD, LLC",Russian Federation,2010,false,Practice Management,,,"XSUD software is designed for legal proceedings record keeping. The service is applied for systematization of information on legal proceedings, notifications on important events, automation of reports making and lawyers’ team work management. 

The main features of XSUD Software are:
- Creation of common information space for legal department operation; 
- Record keeping on legal proceedings, claims, inspections, enforcement proceedings and contracts; 
- Automated downloading of information on legal proceedings from kad.arbitr.ru portal; 
- Adjustment of personal calendar for each lawyer with automatic notifications about forthcoming events; 
- Making reports and statements on legal proceedings; 
- Setting and control of instructions execution; 
- Safety assurance and data access control.

Effects of XSUD Software implementation are: 
- Increase of information availability for each lawyer/Advanced information availability for each lawyer; 
- Reduction of monthly labor costs for reports making; 
- Reduction of the risks of important information loss; 
- Increase of to each lawyer’s operation efficiency and efficiency of legal department operation as a whole.",https://xsud.ru,"","","","x-sud, х-суд, икс-суд, x sud, x-sud, икссуд, casepro, case, legaltech, legal, clio, judicial, automation, defendant, plaintiff, court, litigation, lawyer, xsud",,
Alina,pr@juscutum.com,Juscutum,"Kyiv, Ukraine",2008,false,Legal Research,,,"We have the most up-to-date legal practice geared toward achieving the result, efficiency, and quality, which benefits from the latest technology and leading management principles. We try to give to our client more than just legal advice, doing our best to provide a tailored solution in each case. Therefore, together with standard legal services, our company offers something you will find nowhere else: conflict management, business safety advice, tax and business efficiency advice, as well as that in the field of Technology, Media, and Telecommunications, cryptocurrency, and blockchain. Our lawyers strive to develop related competencies, taking a more comprehensive look at the tasks our clients have.

Juscutum makes its own legal products — self-developed technical solutions and ready-made products — which hardly any consulting company does nowadays.

Initially legal advisers, we have grown into legal engineers to bring our products and services to a whole new level.",https://juscutum.com,https://twitter.com/Juscutum,"","","",,
Aaron McCloud,aaron@coraldocs.com,CoralDocs,"Seattle, WA",2017,false,Document Automation,,,"CoralDocs is a next generation document management tool designed to bundle cutting edge technologies for e-discovery, document versioning, e-signatures (using blockchain), and other features with a friendly user interface. ",https://CoralDocs.com,"","","","",,
Gedas Mitkus,enquiries@vistadraft.com,VistaDraft LTD,"London, UK",2016,true,Practice Management - ,Unknown,Legal Tech,"The legal profession has been deprived of integrated tools benefiting other client-facing high value knowledge professionals. The time has come to change it. VistaDraft is building an intuitive, practical product with a superior user interface. Our product transforms the way lawyers and business people analyse precedents and contracts, draft new agreements and negotiate deals. We make contractual analysis and drafting easy, precise and a pleasure.",www.vistadraft.com,"",https://angel.co/vistadraft,www.crunchbase.com/organization/vistadraft,"",false,
Kathleen Goodwin,kgoodwin@directivecommunications.com,"Directive Communication Systems, Inc.","Boston, MA",2015,false,Unknown,,,"Technology has made lives easier, however, for trusts and estates it has created a growing $7 trillion problem. More specifically, for estate professionals website owners and government agencies, it poses new and significant challenges to existing practice and protocols. The average person now has over 130 accounts including financial, social media, email, cloud based storage, eCommerce, cryptocurrency and many more. With so many accounts and no real way to capture our online footprint, it’s easy for digital property and information to be hidden, lost or forgotten.  Unlike tangible assets, digital property can not simply be accessed for review or passed on to heirs. Legal professionals and loved ones face a large and intricate maze of privacy policies, account holder agreements (TOSA) and governmental statutes designed to protect account holder privacy. Between digital assets, statutory and contractual mandates, and the sheer volume of accounts, the industry needs a solution now.  
 
Directive Communication Systems, (DCS), where technology meets the outdated world of Trusts and Estates. DCS is the first and only technology based solution streamlining and networking digital asset and online account directives management. DCS provides an easy use to platform for identifying, organizing and cataloging all types of digital assets in preparation for estate affairs. DCS facilitates the process for ALL stakeholders with a platform that captures an individual’s accounts and directives now and into the future, making the service invaluable to clients for their lifetime. DCS simplifies estate administration by handling the communication of final wishes to site owners. In addition to NOT taking account passwords nor knowing the contents of an account, DCS is compliant to site owner Terms of Service Agreements and existing statutes, reducing costs and frustration. For website owners, DCS delivers improved efficiency for account holder death process management with streamlined notifications and online options administration. Ultimately, DCS will deliver a complete data communication network connecting all stakeholders including website owners, estates and government, speeding up a several month process to mere minutes. 
",www.directivecommunications.com,@directivecomms,"","","rufadaa, estate planning, digital assets, trusts & estates, estate planning, trusts",,
Sven Koerner,info@thingsTHINKING.net,thingsTHINKING GmbH,"Karlsruhe, Germany",2017,false,E-Discovery,,,"The semantic modeling of clauses and texts - aka understanding the meaning of clauses - enables the system to assess the clauses and contracts holistically. It allows a direct comparison of contracts based on their meaning rather than on the actual wording. Using this technology, the system can come up with similar clauses during writing, highlight duplicates and potential contradictions. 
Another use case is to automatically process, understand, route, and compare incoming documents with internal standards.

Additionally, the semantic processing of contract text through AI can help by detecting inapplicable, missing information, and unclear formulation  as depicted below.
The system suggests potential flaws in clauses and makes optimization suggestions to the editor of the contract.

The system is provided as micro services and can therefore integrate into any given (computerized) process within a law firm. We are aware of the fact that there is no standard for the legal domain rather than historically developed internal “standards” for software usage per each law firm/practise.
",thingsTHINKING.net,@ttgmbh,"","","semantics, nlu, nlp",,
j,"",Evisort Inc.,"Boston, MA",2016,false,Analytics,,,"Evisort is a Harvard Law / MIT startup that uses artificial intelligence to help companies organize, understand, and extract data from their contracts. ",evisort.com,@EvisortInc,"","",contracts ai artificial intelligence machine learning analytics document management,,
Ornella de Carolis,ornella.carolis@legalvision.fr,LegalVision,"Bordeaux, France",2015,false,Document Automation,,,LegalVision is a web-based software (SaaS) that allows lawyers and business owners to manage their legal documents and process.,www.legalvision.fr,@legalvison_fr,"","",legaltech,,
Arnaly Thierry,thierry.arnaly@foxnot.com,FoxNot,Tours France,2015,false,Practice Management,,,"Créée par des notaires, pour des notaires, FoxNot se fixe deux objectifs :
- mettre en place une nouvelle relation digitale entre le notaire et ses clients,
- augmenter fortement la productivité de l'étude notariale.

FoxNot traite les ventes immobilières et les successions.

Created by notaries, FoxNot has got two aims :
- to put a new digital relationship between notaries and customers,
- to highly increase the notary firm productivity.

FoxNot deals with asset management and inheritance.",www.foxnot.com,@FoxNotLegalTech,"","",notary notaire,,
Casepoint,hello@casepoint.com,Casepoint,"Tysons, VA",2008,false,E-Discovery,,,"Casepoint is a technology company focused on the digital transformation of litigation discovery. Casepoint’s cloud-based eDiscovery platform removes significant barriers from the discovery process, enabling legal teams to focus on the art of litigation. Features of Casepoint include a full-strength review platform with artificial intelligence pre-installed, cloud analytics and collections, and robust data processing capabilities all in a single technology platform. Based in the United States and with offices in three continents, Casepoint is repeatedly chosen by leading law firms, multinational corporations, and public sector clients for their largest, end-to-end discovery needs. Casepoint is smarter legal working.",www.casepoint.com,@Casepoint,"",https://www.crunchbase.com/organization/casepoint,"data processing and hosting, cloud collections and analytics, full-strength review platform, artificial intelligence, ediscovery",,
Amit Dungarani,adungarani@casepoint.com,Casepoint,"Tysons, VA",2008,false,E-Discovery,,,"Casepoint is a technology company focused on the digital transformation of litigation discovery. Casepoint’s cloud-based eDiscovery platform removes significant barriers from the discovery process, enabling legal teams to focus on the art of litigation. Features of Casepoint include a full-strength review platform with artificial intelligence pre-installed, cloud analytics and collections, and robust data processing capabilities all in a single technology platform. Based in the United States and with offices in three continents, Casepoint is repeatedly chosen by leading law firms, multinational corporations, and public sector clients for their largest, end-to-end discovery needs. Casepoint is smarter legal working.",www.casepoint.com,@Casepoint,"",https://www.crunchbase.com/organization/casepoint,"data processing and hosting, cloud collections and analytics, full-strength review platform, artificial intelligence, ediscovery",,
"","",Legalosity,"Arlington, Virginia",2014,false,Marketplace,,,Use analytics to hire top legal talent,"legalosity,com","","","","",,
"","",Class Action App,"San Francisco, CA",2017,false,Unknown,,,"Automated class-action claims processor, including eligibility determination, filing, monitoring, and claims payment.",https://classactionapp.com,"","","","",,
"","",Cognate,"Boston, MA",2014,false,Unknown,,,New way to record and prove trademark use.,Cognate.com,"","","","",,
"","",CoralDocs,"Seattle, WA",2017,false,Unknown,,,"Document management platform for law firms and other professional services organizations, featuring version control, e-signatures with optional blockchain integration, document comparisons, and an ecosystem of applications using ML and NLP.",https://coraldocs.com/,"","","","",,
"","",SirionLabs,"Dublin, CA",2012,false,Unknown,,,Post-signature contract management platform,http://www.sirionlabs.com,"","","","",,
"","",Tali,"Portland, OR",2017,false,Practice Management,,,Time tracking via voice command; integrates with a variety of third-party invoicing and billing systems to help reduce/eliminate manual time entry.,https://www.telltali.com,"","","","",,
Christian Marchsreiter,christian@smashdocs.net,smartwork solutions GmbH,Munich,2013,false,Unknown,,,"SMASHDOCs is a web-based word processor that makes it extremely easy and fast to create, revise and negotiate legal documents.

Smart version control
Instead of creating countless versions of a document, SMASHDOCs saves all proposed changes, decisions and comments paragraph-by-paragraph in just one single document. Version chaos is now a thing of the past – finally.

Smart redlining
SMASHDOCs knows which changes and comments are new to a user and automatically highlights them for him - even when multiple users are editing a document simultaneously. Cumbersome version comparisons are no longer necessary.

Smart Word integration
Send out a Word document if some people don’t work with SMASHDOCs.  If you get a new Word version from them, simply re-import it into your SMASHDOCs document and save the changes.

Smart reporting
Do a contract review within seconds by comparing any number of documents and creating a synopsis report showing changes to every paragraph.",www.smashdocs.net,@smashdocs,"","","negotiation, word processing, document collaboration",,
RICK WEBER,rwebcite@hotmail.com,Elijah LTD,CHICAGO,2003,false,E-Discovery,,,"Founded in 2003, Elijah is an industry leader in providing expert digital forensic and legal technology solutions. Recent industry recognitions for Elijah have included “Digital Forensics Provider of the Year” by the 2017 Finance Monthly Law Awards, “US Computer Investigations Provider of the Year” by the 2017 ACQ5 Law Awards, “Technology Solutions Provider of the Year (Legal) – USA” by the 2017 Lawyer International Global Awards, and “Best for Computer Forensics & Expert Testimony Services – USA” by the 2016 AI Legal Awards. Elijah offers flexible eDiscovery managed services solutions to companies and firms of all sizes, leveraging its proprietary Dart project management software. With joint headquarters in Chicago and Miami and additional offices throughout the country, Elijah is called upon by a wide variety of companies, governmental entities and individuals to meet their digital forensic, electronic discovery and legal technology needs.",www.elijaht.com,"","",https://www.crunchbase.com/organization/elijah#section-overview,"",,
Christian Schebitz,schebitz@arenonet.com,ArenoNet GmbH,Mannheim,1998,false,Marketplace,,,"rechtsanwalt.com went live in 1998 as a search engine for german speaking lawyers all over the world. 

We invented lawyer-hotlines (2004) and legal-online-consultation (2005). 

We offered online-divorces in 2008. 

Today we enable lawyers to build up their reputation and to offer their own legal products on our legal-marketplace, in their lawyer-profiles and on their own websites.",https://www.rechtsanwalt.com/,@rechtsanwaltcom,"","","online-rechtsberatung, anwaltshotline, legal-products-shop, anwaltssuchservice, lawyers, rechtsanwalt",,
Shamir Allibhai,hello@simonsays.ai,"Simon Says, Inc.","San Francisco, CA",2016,false,Document Automation,,,"Simon Says is a website that securely transcribes your confidential audio/video files in minutes with speech recognition. Users can then share projects within teams and search, annotate, and export them. We help lawyers significantly increase efficiency by accurately transcribing interviews, calls, and court recordings, allowing them to focus on the meaningful dialogue. 
",https://simonsays.ai,@SimonSays_AI,https://angel.co/simon-says-1,https://www.crunchbase.com/organization/simon-says,"nlp, asr, ai, transcription, artificial intelligence, speech recognition",,
Gianna Scatchell,gia@runthecall.com,Run the Call,"Chicago, IL",2016,false,Marketplace,,,"Run the Call is a real-time, location-based application that connects legal professionals to cover court appearances. Our mission is to streamline routine court appearances.Our network consists of pre-screened, reliable, licensed attorneys ready to cover hearings on demand or on your schedule. We offer flat-fee pricing. Our attorneys are positioned near the courthouse locally to cover your calls. Just select your courthouse, courtroom, call-time, push ""Cover Me"" - and we've got you covered.

",https://runthecall.com,@runthecallinc,https://angel.co/run-the-call,"","marketplace, on-demand, appearance attorney, legal",,
James F. Ring,jring@fairoutcomes.com,"Fair Outcomes, Inc.","Boston, MA",2006,false,Online Dispute Resolution,,,"Providing simple new solutions for managing and resolving claims, all of which are grounded in theories of fair division and the theory of games. ",www.fairoutcomes.com,@FairOutcomes,"","",www.fairproposals.com,,
"Fair Outcomes, Inc.",jring@fairoutcomes.com,"Fair Outcomes, Inc.","Boston, MA",2006,false,Practice Management,,,"Providing simple new solutions for managing and resolving claims, all of which are grounded in theories of fair division and the theory of games. ",www.fairoutcomes.com,@FairOutcomes,"","",www.fairproposals.com,,
Yali Friedman,admin@drugpatentwatch.com,DrugPatentWatch,"Washington, DC",2002,false,Legal Research,,,"Global BioPharmaceutical Business Intelligence: Generic launch, patent challenge, freedom-to-operate, and more... ",https://www.DrugPatentWatch.com,@drugpatentwatch,https://angel.co/drugpatentwatch-com,https://www.crunchbase.com/organization/drugpatentwatch,"patent, drug, biotech, pharmaceutical, pharma",,
Navin Rungta,support@lawgro.com,KawGro Inc,"Fremont, CA",2015,true,Practice Management - ,Unknown,Unknown,"LawGro helps law firms grow their practice. It offers a cloud & mobile based legal practice management software powered by Artificial Intelligence & driven by real time analytics. LawGro offers secured & collaborative ways to engage with your clients for more rewarding experience. Automate your practice to get more time for you & your team. LawGro frees up an average of 32% billable hours or 12+ hours a week for each user.It is ridiculously simple to get started in no time & need no credit card.

LawGro also offers a suite of software to allow Law Firms to maange their reputation. ",lawgro.com/,@lawgro,angel.co/lawgro,www.crunchbase.com/organization/lawgro,"ai, reputation management, practice management software",false,
Rodney Peixoto,rodney@contractize.com,Contractize INC.,"Orlando, FL",2016,true,Document Automation - ,Unknown,Unknown,"Contractize helps persons and company to have legal docs easy.
Anyone can create, electronic sign, send, receive, manage and store legally-binding documents in seconds. 
Frictionless. ",www.contractize.com,@contractize,angelist.co/contractize,crunchbase.com/contractize,"digital transaction management, esign, contracts",false,
"","",Zola Suite,"Port Washington, NY",2015,true,Practice Management - ,Companies,Legal Tech,"Zola Suite empowers solo practitioners, small and mid-sized law firms through its interface. ",https://zolasuite.com/,@ZolaSuite,https://angel.co/zsuite,https://www.crunchbase.com/organization/zola-suite,"",false,
A. Jason Velez,jason@1law.com,1Law,Nowhere,2011,true,Marketplace - ,Unknown,Unknown,"1LAW® started from a desire to change how people feel working with an attorney. We wanted it to be easy to find highly-skilled, personal, and passionate lawyersso we became them. We knew we could be different. We hope youll see it in everything we do.  ",http://www.1law.com/,"","","","",true,0015-09-16
Mary Kopczynski,info@8of9.nyc,8of9,"New York, NY",2009,true,Compliance - ,Unknown,Unknown,"8of9 is a next generation RegTech company that translates complex financial regulation into simple solutions. We strive to build a world where regulatory compliance is automated and easy to understand. Our tools capture, store, and monitor regulatory content so it can be read by machines and understood by humans. 8of9: RegTech starts here.
",http://www.8of9.com,@8of9consulting,https://angel.co/8of9,https://www.crunchbase.com/organization/8of9,"",true,
"",admin@accordproject.org,Accord Project,"New York, NY",2017,true,Document Automation - ,Unknown,Unknown,Reaching agreement on the future of legal contracting,http://www.accordproject.org,@AccordHQ,https://angel.co/accordproject,"","",false,
Nancy Kinney,"",AdviceScene,"Victoria, Canada",2009,true,Marketplace - ,Individuals,Legal Service Using Tech,"AdviceScene.com provides free legal answers from verified lawyers. For lawyers, AdviceScene.com provides the perfect online marketing tool.",http://advicescene.com/,"",https://angel.co/advicescene?utm_source=companies,"",lawyer marketplace,false,
"","",AdaptiBar,"Chicago, IL, USA",2004,true,Legal Education - ,Unknown,Unknown,AdaptiBar leads the industry as the premier bar review program. - Only AdaptiBar combines patented adaptive technology with a database of 100% of the licensed MBE questions available from the National Conference of Bar Examiners (NCBE).,www.adaptibar.com,"","","","",false,
Sean ,sean@advobot.com,Advobot,"San Francisco, CA",2017,true,Document Automation - ,Unknown,Unknown,"The Advobot chatbot is a magical way to effortlessly draft legal documents. 

For startups: Use our bot and our forms to effortlessly draft legal documents. Currently available on slack messenger and the web-based messenger below. 

For companies and law firms: We can create a custom bot with your legal forms. 

Improve productivity, accuracy, and save time. ",advobot.co,@advo_bot,https://angel.co/advobo,https://www.crunchbase.com/organization/advobot,"chatbot, document automation",false,
"","",advocado,"Greifswald, Germany",2014,true,Marketplace - ,Companies,Legal Service Using Tech,"We've developed an easy SaaS solution for the legal market - called advocado connect.

In addition to our intermediation service between lawyers and clients advocado furthermore provides a stable and secure virtual-chancellery for its lawyers to communicate with their clients since 2014. Since then within short time advocado became one of the leading marketplaces for high-quality digital legal services at fixed prices. 

Within the next two years advocado seeks to become the biggest marketplace for legal services in Europe.",advocado.de,https://twitter.com/advocado,https://angel.co/advocado-2?utm_source=companies,"",saas,false,
Stanimir Nenov,pitai@advokatami.bg,Advokatami.bg,"Sofia, Bulgaria",2014,true,Marketplace - ,Unknown,Unknown,We provide legal services through technology empowered lawyers. Great customer experience with at least 50% reduction of the market cost.,https://www.advokatami.bg,https://twitter.com/Advokatami,https://angel.co/advokatami-bg,https://www.crunchbase.com/organization/advokatami-bg#section-overview,"",false,
Deepak Khemchandani,dk@zhiant.com,zhiANT,Singapore,2015,false,Marketplace - ,Unknown,Unknown,"ZHIANT is an on-demand legal outsourcing marketplace. They are a way for small-to-medium firms to scale resources on-demand. By employing the cutting-edge of modern technologies, they enable their customers to engage the ad-hoc support they need while driving costs down.",https://www.zhiant.com,@zhiantglobal,https://angel.co/zhiant,https://www.crunchbase.com/organization/zhiant,"legal marketplace, legal process outsourcing, ediscovery",false,
"",support@zeroapp.ai sales@zeroapp.ai,Zero,"Los Gatos, California",2015,true,Practice Management -  Web,Individuals,Legal Tech,"Zero is an email client engineered from the ground up for the specialized, exactly needs of attorneys. ",https://www.zeroapp.ai/,"","",https://www.crunchbase.com/organization/zero-2,"",false,
"","",ZeekBeek,"San Francisco, CA, USA",2012,true,Marketplace -  Intake,Service Providers,Legal Service Using Tech,"Zeekbeek is an online legal marketplace where consumers can find lawyers. Developed in partnership with the State Bar of Michigan, we offer consumers easy, credible, transparent lawyer search. We are committed to ethical practices that will enhance the protection of the public and improve access to legal services overall.",http://www.ZeekBeek.com,@_ZeekBeek_,https://angel.co/zeekbeek,https://www.crunchbase.com/organization/cloudlaw--zeekbeek-,"",false,
"","",Zariya,India,2015,true,Marketplace -  Intake,Individuals,Legal Service Using Tech,We connect every woman in India who is facing violence with legal and counseling help for free.,https://www.zariyaindia.org/,@zariya_india,https://angel.co/zariya,https://www.crunchbase.com/organization/zariya-tech-non-profit,"women, counseling, nonpofit",false,
Peter graham,hello@agreemint.io,Agreemint,"San Francisco, CA",2017,true,Practice Management - ,Unknown,Unknown,Two-party negotiation simplified. Ditch the redlines. Helping businesses save time and money in doing legal agreements through smarter contracting,http://www.agreemint.io,"",https://angel.co/agreemint,"","",false,
"",info@workproducts.com,Workproducts Inc,"Chantilly VA, USA",2001,true,Practice Management - ,Companies,Unknown,"WorkProducts works to bridge the gap between Information Management and Electronic Data Discovery, resulting in a more automated eDiscovery process, using a process called Evidence Lifecycle Management (ELM). WorkProducts' ELM solution, MatterSpace. MatterSpace is an advanced, easy-to-install-and-use appliance designed for companies facing numerous new law suits each year. These matters typically involve many data custodians to track and audit, along with growing amounts of electronically stored information (ESI) located in a wide variety of structured and unstructured data sources.",http://www.workproducts.com,"",https://angel.co/workproducts,https://www.crunchbase.com/organization/workproducts,"",false,
Unknown,blongoria@wizdocs.net,Wizdocs,Unknown,2012,true,Document Automation - ,Unknown,Legal Tech,"DealManager was created by top M&A lawyers who wanted to create a better way to manage deals. Their goal was to create an online system that would reduce costs, accelerate diligence reviews, and provide instant insight into diligence issues. DealManager increases efficiency by eliminating the administrative tasks associated with running a deal. By automating deal administration, task management, diligence capture and report generation. DealManager allows attorneys to focus on legal issues rather than deal administration.",http://www.wizdocs.com/,"","","","",true,0028-08-14
"","",Wise Contracts,"New York, NY ",2016,true,Practice Management -  Contracts,Unknown,Legal Tech,"Blockchain-powered smart contract technology provides software-as-a-service contract settlement platform for freelancers/SME. Our purpose is to develop technology that enhances trust among a service provider and a client by enforcing to pay and get paid on rules both parties agreed on and to do it seamlessly without unnecessary steps. By using the latest advances in blockchain and smart contract technology, we eliminate costs on lawyers, we cancel copyright transferring, invoicing, and payment collecting, and we make easier to insure and finance cashflows.",http://www.wisecontracts.com/,@wisecontract,https://angel.co/wise-contracts,"","",false,
"",innovate@wibnilabs.com,WibniLabs,Philadelphia,2016,true,Unknown - ,Companies,Unknown,"WibniLabs helps service-focused organizations use design thinking to cost-effectively capture, conceptualize and carry out innovative ideas.",http://www.wibnilabs.com/home,@WibniLabs,https://angel.co/wibnilabs,"","",false,
"","",WhichDraft,"New York, NY, USA",2008,true,Document Automation -  Contracts,Individuals,Legal Service Using Tech,"WhichDraft lets freelancers automatically create sophisticated contracts online + offers lawyers cloud document assembly. Create contracts with fast, free tools from expert attorneys. Learn about contract clauses, draft contracts automatically, save different versions, run red line comparisons, and share contracts to collaborate on changes. Build your own contract templates using our tools. Free contract templates and contract management software (premium services, too).",http://whichdraft.com/,@WhichDraft,"",http://www.crunchbase.com/organization/whichdraft,"documents, forms",false,
"","",Waymark Tech,London,2016,true,Compliance - ,Companies,Legal Tech,"We provide an AI, specifically NLP that sits within your existing systems and parses the millions of pages of regulation to provide you with the answer to your questions when you need the information the most.",http://www.waymark.tech/,@waymarktech,https://angel.co/waymark-tech-1,https://www.crunchbase.com/organization/waymark-tech-ltd,"",false,
"",info@wallstreetdocs.com,Wallstreetdocs,"London, United Kingdom",2001,true,Document Automation - ,Companies,Legal Tech,"WallStreetDocs is the leading SAAS-based document automation, review and delivery solution for financial, legal and commercial applications. WallStreetDocs offers five interrelated products, which together form the most powerful document automation offering currently on the market for financial, legal and commercial applications.",https://www.wallstreetdocs.com/,"",https://angel.co/wallstreetdocs,"","",false,
"","",VR-Mail,"Reseda, CA, USA",2011,true,Document Automation - ,Unknown,Legal Tech,"VR-Mail allows you to send documents safely, securely, and best of all - with ""proof of delivery."" In addition, VR-Mail allows you to see when you sent the document, and when the recipient downloaded the document. By logging into VR-Mail's reports, you can see all your sent documents and whether your documents were received. VR-Mail can be used by lawyers, financial planners, entertainment professionals, and anyone who needs to prove that their document was delivered, not just sent.",vr-mail.com,"",https://angel.co/vr-mail,https://www.crunchbase.com/organization/vr-mail,"",false,
Jonathan Broder,jbroder@vortexlegal.com,VortexLegal,"Fort Lauderdale, FL",2016,true,Marketplace - ,Unknown,Legal Service Using Tech,"VortexLegal is the marketplace for legal services. VortexLegal started in 2010 as “MyMotionCalendar.” Our software allows buyers of legal services to access all vendors in one location, compare prices, write reviews and extract great analytics to better understand legal spend, trends, compare counsel and expert witnesses etc.

We like to say we are the “Expedia for Legal Services.” One stop shop for all legal services you need and the ability to “go direct”! 

",www.vortexlegal.com,@MyMotionCalendr,https://angel.co/vortexlegal,https://www.crunchbase.com/organization/vortexlegal,"",false,
"",support@vonzella.co,Vonzella,Unknown ,2016,true,Unknown - ,Unknown,Legal Service Using Tech,"Vonzella offers a high-quality directory service connecting those that have been accused of crimes (and their support networks) with Vonzella Approved service providers that can help post bail. We also offer an evolving Help Desk solution to answer common questions about the bail process. We vet the bail process so that you don’t have to. We are constantly researching and striving to build new and better products that support our communities’ right to remain free. For as long as there is a commercial bail system in the United States, we pledge to make it transparent and fairer for everyone.",http://www.vonzella.com/,@vonzellainc,https://angel.co/vonzella,"","",false,
"","",WayToSettle,"Chicago, IL, USA",2012,true,Online Dispute Resolution - ,Individuals,Legal Service Using Tech,"Built especially for landlords, WayToSettle provides online dispute resolution software that helps parties resolve their disputes.",waytosettle.com,@WayToSettle,https://angel.co/waytosettle,https://www.crunchbase.com/organization/waytosettle,"",false,
"","",American Startup,"Valencia, CA",2015,true,Practice Management - ,Unknown,Unknown,"We're passionate about supporting the American Dream so we help startup entrepreneurs with Registered Agent service, company formations, annual minutes, and secretary of state filings. Sign up today for your virtual minute book (free with registered agent service) and gain access to our virtual and incorporation packages, articles, agreements, stock certificates, and more at American-Startup.com.",https://american-startup.com/,https://twitter.com/AmStartup1776,https://angel.co/american-startup-com,"","",false,
"","",Amicable Apps,"London, England, UK",2016,true,Marketplace - ,Unknown,Unknown,"Amicable's technology enables couples to divorce and separate in faster, fairer, fixed price way.",www.amicable.io,https://twitter.com/amicableapps,https://angel.co/amicable-apps,"","",false,
"","",VoiLaw,"San Francisco, CA, USA",2013,true,Legal Research - ,Service Providers,Legal Service Using Tech,"VoiLaw is a mobile application that provides a guide to the laws of the 50 states in an easy-to-understand and concise format. VoiLaw will present the laws that people confront on a daily basis in a single place, paying special attention to the accuracy of the information and to UX/UI design. It summarizes relevant laws, and if the customer wants additional information, the app directs the customer to other resources and, if the customer wants, refers customers to lawyers. While some of our competitors' business models center around connecting consumers with lawyers, we want to provide the information directly to the consumer so they don't have to talk to a lawyer if they don't need to. Initially, the focus will be on travelers, but will expand both geographically to other countries and to different areas of the law. As VoiLaw expands to other areas of law, such as landlord-tenant law, we will include additional features, such as a diagnostic tool similar to WebMD's symptom checker.",http://people.ischool.berkeley.edu/~jooddang/voilaw/,n/a,https://angel.co/voilaw,https://www.crunchbase.com/organization/voilaw,research,false,
"","",VisionClerk,"Toronto, Canada",2018,true,Legal Research - ,Unknown,Legal Tech,VisionClerk is an intelligent legal research platform that offers unprecedented research efficiency to help attorneys achieve successful outcomes for their clients.,http://www.visionclerk.com/,"",https://angel.co/visionclerk,"","",false,
"","",VIsafolder,"Jalandhar, India",2017,true,Legal Research - ,Individuals,Legal Service Using Tech,"VisaFolder is a database of global visa related information and aims to become a one-stop shop for visa information across all countries and nationalities.

",https://visafolder.com/,@visafolder,https://angel.co/visafolder,"","",false,
"","",Visabot,"Palo Alto, CA",2016,true,Document Automation - ,Unknown,Unknown,"Visabot is an AI-powered solution for streamlining U.S. visa process.
",Visabot.co,@Visa_bot,https://angel.co/visabot,https://www.crunchbase.com/organization/visabot,"",false,
"","",Virtual Legal,"Albion, Victoria, Australia",2013,true,Practice Management -  Transactions,Unknown,Unknown,"Virtual Legal is a law firm which manages commercial and property-related legal transactions online. Adopting the latest technology, charging only fixed fees and offering a transparent model of communication, ensures our clients can save time, money and stress in every day transactions whilst accessing our services from wherever they may be in the world.",https://virtuallegal.com.au/,@VirtualLegalAU,https://angel.co/virtual-legal-1,https://www.crunchbase.com/organization/virtual-legal#section-overview,"",false,
Franz Kummer,kummer@weblaw.ch,Weblaw AG,"Berne, Switzerland",1999,true,Legal Research - ,Unknown,Unknown,"Weblaw is a Berne (Switzerland) based specialist providing a daily work basis for scholars and practicing law professionals. The company offers a wide range of market information, scientific knowledge and services for all legal needs. Weblaw is a developer of automation and search technology, a specialized editor with a strong online and new media focus as well as a consulting company.",www.weblaw.ch,@Weblaw,https://angel.co/weblaw,"","legaltech, jusletter, lawsearch, lawsearch enterprise, escrow, publishing, document automation, legal research, legal education",false,
